customer_id,gender,age,region_circle,connection_type,plan_type,contract_type,base_plan_category,tenure_months,monthly_charges,total_charges,avg_data_gb_month,avg_voice_mins_month,sms_count_month,overage_charges,is_family_plan,is_multi_service,network_issues_3m,dropped_call_rate,avg_data_speed_mbps,num_complaints_3m,num_complaints_12m,call_center_interactions_3m,last_complaint_resolution_days,app_logins_30d,selfcare_transactions_30d,auto_pay_enrolled,late_payment_flag_3m,avg_payment_delay_days,arpu,segment_value,nps_score,service_rating_last_6m,received_competitor_offer_flag,retention_offer_accepted_flag,is_churn
112951,Male,27,Metro,5G,Postpaid,1 Year,Postpaid Platinum,102,1180.65,101237.93,30.19,797.0,100.0,105.14,0,1,1,0.015986348205323637,11.066912740997164,0,0,0,0.0,7,3,0,0,0.8,1181.68,High,22.0,3.9,0,0,0
112952,Male,38,North,4G,Prepaid,No Contract,Prepaid Regular,46,304.74,12310.21,10.77,439.0,2.0,55.43,0,0,3,0.009454286713351094,6.030974685350067,1,2,3,0.0,6,3,0,0,0.0,305.94,Low,1.0,3.1,1,0,1
112953,Female,35,East,4G,Prepaid,No Contract,Prepaid Unlimited,94,585.09,46833.0,18.56,391.0,96.0,89.58,1,0,2,0.004308156591860873,15.230351090327934,0,0,2,0.0,3,1,0,1,6.7,586.04,Medium,13.0,3.8,0,0,0
112954,Female,58,North,4G,Postpaid,Month-to-Month,Postpaid Gold,84,832.45,74213.25,38.69,553.0,66.0,83.97,0,0,0,0.012642885106052524,21.60453423198527,0,0,0,0.0,9,2,1,0,0.0,833.45,High,34.0,3.8,0,0,0
112955,Male,60,North,4G,Prepaid,No Contract,Prepaid Regular,116,334.45,31545.5,31.44,934.0,38.0,99.07,0,0,1,0.032789759701598586,18.853139051124376,0,0,2,0.0,5,4,0,0,0.0,335.3,Low,52.0,4.0,0,0,0
112956,Male,27,West,5G,Prepaid,No Contract,Prepaid Mini,76,224.75,17978.79,24.79,338.0,53.0,82.08,1,1,3,0.0032871283967563815,1.0,0,1,1,0.0,10,2,1,0,0.8,225.83,Low,14.0,4.8,0,0,0
112957,Male,69,Metro,4G,Prepaid,No Contract,Prepaid Mini,58,168.04,9017.01,28.79,838.0,91.0,44.13,0,1,1,0.018427827150529395,12.88089982760437,1,1,1,2.8,14,4,1,0,0.7,168.8,Low,15.0,3.4,0,0,1
112958,Other,56,East,5G,Prepaid,No Contract,Prepaid Mini,1,202.19,199.03,34.05,482.0,46.0,48.53,0,0,1,0.00516201606414189,11.689573970209917,0,0,1,0.0,10,2,1,0,0.2,250.72,Low,-12.0,4.0,0,0,1
112959,Female,55,South,4G,Prepaid,No Contract,Prepaid Regular,79,358.33,25612.08,37.14,577.0,58.0,51.07,1,0,3,0.04235858209640606,10.396132088065826,0,0,0,0.0,9,3,0,1,2.7,358.98,Low,-24.0,3.8,0,0,0
112960,Male,62,Metro,Fiber Home Broadband,Postpaid,2 Year,Postpaid Gold,63,876.79,50585.04,22.55,604.0,11.0,77.72,0,1,1,0.033608510622797454,17.073858205438654,0,1,1,0.0,10,1,0,1,4.7,878.02,High,3.0,4.3,0,0,1
112961,Female,59,Metro,5G,Prepaid,No Contract,Prepaid Regular,107,373.19,33496.09,21.3,223.0,44.0,18.86,0,1,2,0.005597959239873867,23.245312577427367,0,0,1,0.0,3,2,0,0,1.4,373.37,Low,41.0,2.8,0,1,1
112962,Female,62,North,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Silver,71,459.46,34082.82,26.61,331.0,55.0,62.57,0,0,1,0.03583066990138545,6.696147989527393,0,0,1,0.0,5,0,1,0,0.0,460.34,Medium,39.0,3.8,0,0,1
112963,Female,34,East,5G,Prepaid,No Contract,Prepaid Regular,84,387.91,34453.02,15.35,790.0,66.0,21.62,0,0,1,0.028266739884865374,17.093367654492805,0,0,0,0.0,3,3,1,0,1.7,388.17,Low,19.0,3.4,0,0,0
112964,Female,57,South,5G,Postpaid,Month-to-Month,Postpaid Gold,109,764.19,90949.8,21.07,708.0,41.0,120.02,1,0,1,0.047628716773585184,21.80494550467768,0,0,0,0.0,5,1,1,0,0.0,765.29,Medium,-0.0,4.6,0,0,0
112965,Female,73,West,4G,Prepaid,No Contract,Prepaid Mini,115,179.99,20998.67,33.18,484.0,46.0,66.18,0,0,1,0.026288223639055974,23.509237764182327,0,0,0,0.0,10,5,1,1,1.4,180.57,Low,14.0,3.7,1,0,1
112966,Female,60,West,5G,Prepaid,No Contract,Prepaid Unlimited,27,581.47,16703.59,29.26,542.0,41.0,59.91,0,1,4,0.0015896876923963792,13.026828929075212,1,1,1,7.1,10,2,1,0,0.7,583.69,Medium,33.0,3.7,0,1,1
112967,Male,41,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,30,351.04,9482.1,38.42,792.0,51.0,61.74,0,0,5,0.0,3.8176124819603814,0,0,2,0.0,9,3,0,0,0.6,353.1,Low,11.0,3.9,0,0,1
112968,Male,54,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,94,236.14,20507.85,20.64,1018.0,31.0,60.66,0,0,3,0.013476740225261206,20.533349036456375,0,1,2,0.0,11,2,1,0,0.0,236.79,Low,-11.0,3.9,0,0,1
112969,Male,70,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,17,213.33,3898.88,41.2,834.0,28.0,0.0,0,0,1,0.05184829010501513,9.418249702665863,0,1,0,0.0,8,3,1,0,1.1,213.33,Low,28.0,4.0,0,0,1
112970,Male,55,West,5G,Prepaid,No Contract,Prepaid Unlimited,98,667.81,58841.62,19.59,591.0,78.0,23.37,0,1,0,0.0,14.363702457150552,1,1,1,3.3,7,0,1,0,0.0,668.05,Medium,57.0,4.5,0,0,1
112971,Male,62,East,4G,Prepaid,No Contract,Prepaid Mini,18,222.21,3885.8,18.55,952.0,75.0,38.32,1,0,3,0.03236720075792204,17.18422369322045,0,0,1,0.0,13,4,0,0,0.0,224.34,Low,35.0,4.8,0,1,0
112972,Female,68,South,4G,Postpaid,1 Year,Postpaid Gold,44,890.77,35626.1,10.34,795.0,111.0,66.05,0,0,1,0.007894687437409597,21.96799682243067,0,0,2,0.0,7,1,0,0,0.0,892.27,High,-1.0,3.3,0,0,0
112973,Female,38,North,4G,Postpaid,Month-to-Month,Postpaid Gold,102,785.2,82267.62,0.57,511.0,52.0,21.63,0,0,2,0.0,13.220674622952824,1,1,1,2.2,8,2,0,1,6.4,785.41,Medium,-8.0,2.8,0,1,0
112974,Male,37,South,5G,Prepaid,No Contract,Prepaid Regular,17,243.33,3380.71,31.14,321.0,57.0,26.21,0,0,3,0.040033631588170034,14.42985362269417,0,0,1,0.0,11,3,1,0,0.3,244.87,Low,7.0,4.8,0,0,1
112975,Male,37,West,4G,Prepaid,No Contract,Prepaid Mini,7,248.08,1918.16,25.55,39.0,72.0,20.2,0,0,0,0.032476943797890255,19.726154614642383,3,4,4,0.8,7,5,0,0,0.0,250.97,Low,32.0,4.6,0,0,0
112976,Female,39,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,91,623.94,51157.84,30.31,621.0,6.0,58.07,0,1,1,0.02860775900298395,31.823973148522057,0,0,1,0.0,5,4,1,0,0.3,624.58,Medium,25.0,3.8,0,1,0
112977,Female,56,West,4G,Prepaid,No Contract,Prepaid Mini,97,233.38,23287.5,24.11,346.0,38.0,42.92,0,0,1,0.005785932494784001,18.585629710114087,1,1,2,2.2,3,2,1,0,0.0,233.82,Low,7.0,4.3,0,0,0
112978,Male,45,Metro,5G,Prepaid,No Contract,Prepaid Regular,90,250.85,19651.77,22.61,486.0,23.0,39.23,0,0,4,0.0,12.945714949849592,1,3,2,0.3,8,2,0,0,0.1,251.29,Low,32.0,4.6,0,0,1
112979,Female,71,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,56,406.35,18463.87,28.03,296.0,42.0,0.0,1,0,1,0.014284570330640746,10.05855638820981,0,1,1,0.0,8,2,1,0,0.2,406.35,Medium,22.0,2.2,0,0,0
112980,Male,57,East,4G,Prepaid,No Contract,Prepaid Regular,91,423.17,36893.29,37.49,407.0,75.0,42.32,1,0,2,0.031124236618398294,16.176265694464075,0,0,0,0.0,5,2,0,0,1.1,423.64,Medium,43.0,4.1,0,0,0
112981,Male,56,Metro,4G,Prepaid,No Contract,Prepaid Unlimited,83,718.92,55438.45,32.46,876.0,9.0,135.36,0,0,2,0.029362920044259264,16.822317767876854,0,0,2,0.0,12,3,0,0,0.2,720.55,Medium,30.0,3.6,1,0,1
112982,Female,72,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,45,163.87,5955.55,41.8,762.0,67.0,23.82,1,0,1,0.0020289695191167967,8.371179809024754,0,2,1,0.0,14,2,0,0,0.0,164.4,Low,42.0,3.5,0,0,1
112983,Female,66,East,4G,Prepaid,No Contract,Prepaid Regular,89,268.2,21339.08,30.75,1188.0,70.0,22.82,1,0,1,0.021305876680944927,23.015007436924634,0,0,2,0.0,14,0,1,0,0.5,268.46,Low,42.0,3.8,0,0,1
112984,Male,19,Metro,5G,Postpaid,Month-to-Month,Postpaid Platinum,24,1083.16,22446.56,18.87,94.0,0.0,0.0,1,1,2,0.01030811173752927,14.387523048838359,0,0,1,0.0,7,0,0,0,0.9,1083.16,High,10.0,3.1,0,0,0
112985,Female,73,East,5G,Postpaid,2 Year,Postpaid Silver,51,503.87,20855.22,49.09,586.0,23.0,160.64,0,1,4,0.0065522398424831055,12.864181504222824,0,0,0,0.0,4,2,0,0,0.0,507.02,Medium,-2.0,4.1,0,1,1
112986,Female,68,West,5G,Postpaid,1 Year,Postpaid Platinum,99,1279.26,111850.26,39.14,714.0,81.0,15.82,0,0,2,0.028140521264612493,16.640115684963124,1,1,2,1.9,12,0,0,0,1.3,1279.42,High,-1.0,3.4,0,0,0
112987,Male,36,North,5G,Prepaid,No Contract,Prepaid Mini,18,182.99,3493.36,27.11,869.0,104.0,19.12,0,0,0,0.0312875452368947,13.81506781922159,0,0,0,0.0,13,4,1,0,0.0,184.05,Low,20.0,4.3,0,0,1
112988,Female,31,Metro,4G,Postpaid,1 Year,Postpaid Silver,51,537.34,28220.19,31.33,560.0,40.0,5.06,1,0,1,0.015323085056086918,11.293943333881838,0,0,2,0.0,5,3,1,0,0.0,537.44,Medium,0.0,4.6,0,0,0
112989,Male,48,East,5G,Prepaid,No Contract,Prepaid Regular,74,334.81,22612.05,30.64,569.0,47.0,89.04,0,0,1,0.022623942838894136,9.374906970995717,1,1,1,4.7,11,0,0,1,4.9,336.01,Low,-1.0,4.0,0,0,0
112990,Male,74,West,5G,Prepaid,No Contract,Prepaid Regular,72,343.09,25169.79,13.93,752.0,33.0,78.75,0,0,0,0.025976281515226712,19.72074923732517,0,1,1,0.0,3,1,0,0,0.6,344.18,Low,41.0,4.5,1,0,1
112991,Male,52,North,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,114,793.78,97655.4,25.6,468.0,3.0,0.55,1,0,2,0.03207517180308821,2.190197357479729,0,0,2,0.0,8,3,1,0,0.3,793.78,Medium,6.0,5.0,0,0,0
112992,Male,50,West,4G,Prepaid,No Contract,Prepaid Regular,79,295.46,21059.15,26.12,439.0,110.0,4.52,0,0,0,0.040179210488552164,19.58190550143671,1,1,2,1.4,6,3,0,0,0.5,295.52,Low,29.0,4.4,0,0,1
112993,Male,30,East,5G,Prepaid,No Contract,Prepaid Unlimited,4,576.99,2504.94,36.46,711.0,32.0,80.88,0,0,1,0.037518565094897635,13.907059115833961,0,0,0,0.0,12,1,0,0,0.7,597.21,Medium,27.0,3.6,0,0,1
112994,Female,69,South,5G,Postpaid,Month-to-Month,Postpaid Platinum,119,1189.02,123565.69,22.8,404.0,52.0,74.63,1,0,0,0.02094033533606495,14.309791542634636,0,0,0,0.0,8,0,0,0,1.2,1189.65,High,10.0,3.6,0,0,0
112995,Male,63,South,4G,Prepaid,No Contract,Prepaid Mini,28,182.06,5525.98,29.38,775.0,25.0,114.84,1,0,3,0.005694399383708528,27.09068627651958,0,0,2,0.0,18,2,1,0,1.0,186.16,Low,58.0,4.6,0,0,1
112996,Female,21,Metro,4G,Prepaid,No Contract,Prepaid Mini,71,180.58,11246.4,42.92,261.0,0.0,82.23,0,0,2,0.009050533643976016,26.634080908291054,0,0,1,0.0,7,2,0,0,0.5,181.74,Low,-20.0,4.6,0,0,1
112997,Male,32,East,5G,Prepaid,No Contract,Prepaid Mini,105,205.31,20899.02,27.31,480.0,66.0,28.0,0,0,1,0.015560941265370323,16.390482417461712,0,3,0,0.0,9,2,1,1,3.3,205.58,Low,40.0,2.5,0,0,1
112998,Female,68,East,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,73,664.66,47919.66,32.58,512.0,24.0,58.58,0,1,1,0.0389447539691325,13.062824483757623,0,0,1,0.0,10,1,0,0,0.0,665.46,Medium,6.0,3.3,0,0,0
112999,Female,58,West,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,9,663.37,6383.92,32.57,820.0,68.0,137.63,0,1,2,0.0,26.84578138559012,0,0,1,0.0,4,4,1,0,0.0,678.66,Medium,8.0,4.1,1,0,1
113000,Male,41,South,4G,Prepaid,No Contract,Prepaid Regular,42,406.11,14144.28,24.0,701.0,64.0,45.89,1,1,2,0.026791715828447596,10.013439459081924,2,2,2,2.8,6,2,0,0,1.6,407.2,Medium,11.0,3.0,0,0,0
113001,Female,47,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,2,337.35,735.1,26.26,968.0,74.0,76.79,0,1,1,0.029710091970073307,19.586577824972753,0,0,0,0.0,8,1,0,0,0.0,375.74,Low,-32.0,4.5,0,0,1
113002,Female,25,North,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,51,367.29,17171.24,23.51,987.0,80.0,87.76,1,0,3,0.02145931800487906,21.204598644326804,1,2,1,3.7,8,1,0,0,0.6,369.01,Low,91.0,4.1,0,0,0
113003,Female,65,Metro,4G,Prepaid,No Contract,Prepaid Regular,105,377.47,42702.67,12.53,1004.0,54.0,9.46,0,0,0,0.005124348592775616,31.539422764827016,0,0,3,0.0,14,4,0,0,0.5,377.56,Low,38.0,3.2,0,0,1
113004,Male,53,Metro,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,31,887.48,22444.51,23.3,586.0,62.0,20.78,0,0,2,0.03876278651068935,16.598756941289285,1,1,1,0.8,6,3,0,0,0.0,888.15,High,-18.0,3.8,0,0,0
113005,Female,47,South,4G,Postpaid,Month-to-Month,Postpaid Gold,92,798.3,74101.68,16.18,573.0,63.0,113.79,1,1,4,0.0,18.237092341369245,0,0,0,0.0,8,3,0,1,2.7,799.54,Medium,12.0,5.0,0,0,0
113006,Female,52,North,5G,Postpaid,Month-to-Month,Postpaid Platinum,6,1313.81,8094.61,27.91,294.0,34.0,85.15,0,0,2,0.0,17.397917031316712,0,0,0,0.0,10,2,1,0,0.9,1328.0,High,-22.0,4.3,0,0,0
113007,Male,51,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,31,375.97,10274.45,36.82,446.0,48.0,29.7,0,0,3,0.02191608888943048,19.93924992214912,0,0,1,0.0,5,6,0,1,1.0,376.93,Low,43.0,3.3,0,1,0
113008,Female,42,West,4G,Postpaid,Month-to-Month,Postpaid Silver,69,469.66,35216.8,44.96,372.0,83.0,0.0,1,0,1,0.01814250775708581,22.145210789495557,0,0,0,0.0,8,0,1,0,0.7,469.66,Medium,-13.0,2.9,0,0,1
113009,Male,28,East,4G,Postpaid,Month-to-Month,Postpaid Platinum,116,1089.77,116542.78,20.61,237.0,36.0,44.25,0,1,1,0.025259116514440964,22.033861550165717,1,1,1,1.4,10,2,0,0,0.4,1090.15,High,20.0,3.5,0,0,0
113010,Male,45,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,74,535.16,36185.76,27.17,648.0,28.0,52.3,0,1,3,0.027664351925395056,15.71473946649539,0,1,1,0.0,5,1,0,0,0.0,535.87,Medium,10.0,4.2,0,0,1
113011,Female,64,North,4G,Prepaid,No Contract,Prepaid Unlimited,85,510.44,36582.54,19.94,1101.0,51.0,31.67,0,0,0,0.03182821195550995,10.82667166605627,0,0,0,0.0,3,1,0,0,0.0,510.81,Medium,41.0,3.0,0,0,0
113012,Other,21,North,5G,Prepaid,No Contract,Prepaid Mini,92,188.96,16406.18,13.81,893.0,21.0,8.11,0,0,0,0.027885666787627314,12.73164956017931,0,0,0,0.0,2,0,0,0,0.5,189.05,Low,-4.0,3.3,0,0,0
113013,Male,40,East,5G,Prepaid,No Contract,Prepaid Unlimited,15,609.26,9868.39,26.09,857.0,28.0,118.14,0,0,1,0.018677228935759144,22.855521489804026,0,0,2,0.0,14,3,1,0,0.0,617.14,Medium,8.0,2.5,0,0,1
113014,Male,64,East,4G,Prepaid,No Contract,Prepaid Regular,115,318.7,38867.16,4.19,271.0,28.0,50.25,0,1,0,0.03909912219703913,4.306299185516423,0,2,2,0.0,8,1,0,0,0.1,319.14,Low,16.0,4.4,0,0,0
113015,Male,51,North,5G,Postpaid,Month-to-Month,Postpaid Silver,55,468.01,22187.63,32.63,1044.0,42.0,113.86,0,1,1,0.0304479138796791,5.126280075650996,0,0,1,0.0,5,0,1,0,0.0,470.08,Medium,1.0,4.1,0,0,0
113016,Female,19,West,4G,Prepaid,No Contract,Prepaid Unlimited,37,533.32,19266.03,19.97,178.0,84.0,64.93,0,0,3,0.037042745027950366,25.473744050393343,0,1,1,0.0,14,2,1,1,3.1,535.07,Medium,37.0,3.8,0,0,1
113017,Male,66,Metro,5G,Postpaid,1 Year,Postpaid Silver,103,541.66,48232.75,20.26,378.0,42.0,23.35,0,0,2,0.021987716390034037,13.463172764966803,0,2,0,0.0,8,2,0,1,5.1,541.89,Medium,41.0,3.3,0,0,1
113018,Male,21,West,4G,Postpaid,Month-to-Month,Postpaid Silver,59,509.87,32482.98,7.93,259.0,81.0,65.26,0,1,2,0.028775342116258915,15.906723633013131,0,1,0,0.0,8,2,0,0,0.6,510.98,Medium,29.0,4.2,0,1,0
113019,Male,45,North,5G,Prepaid,No Contract,Prepaid Unlimited,80,628.77,53103.45,14.31,973.0,95.0,59.99,0,1,2,0.05898513039867713,34.36179362221494,0,0,0,0.0,14,1,0,1,2.5,629.52,Medium,21.0,2.5,0,0,1
113020,Female,24,West,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,45,578.07,27403.18,31.86,835.0,45.0,49.02,0,0,6,0.013833035641224577,19.32740363239309,0,0,0,0.0,9,1,0,0,0.4,579.16,Medium,8.0,3.5,0,0,1
113021,Male,33,West,5G,Postpaid,Month-to-Month,Postpaid Platinum,70,1159.29,84240.69,28.06,435.0,83.0,16.45,0,0,0,0.0,18.931817407027644,0,1,2,0.0,7,2,1,0,0.6,1159.52,High,18.0,3.1,1,0,0
113022,Female,40,South,4G,Prepaid,No Contract,Prepaid Regular,19,349.53,6121.6,22.1,885.0,78.0,73.99,0,0,1,0.03600129625069388,18.65877020054944,0,0,0,0.0,7,4,1,0,0.3,353.42,Low,-17.0,2.9,0,0,0
113023,Male,33,North,4G,Prepaid,No Contract,Prepaid Regular,50,293.77,15929.1,26.35,508.0,29.0,0.0,0,0,0,0.022063241206130266,10.601199516476958,1,1,2,2.7,12,0,1,0,0.7,293.77,Low,20.0,2.6,0,1,1
113024,Male,67,North,5G,Prepaid,No Contract,Prepaid Mini,54,199.23,11812.58,16.14,440.0,20.0,75.13,1,1,2,0.0,22.37877825572518,0,0,0,0.0,11,1,0,0,1.0,200.62,Low,34.0,3.6,0,0,0
113025,Male,50,Metro,5G,Postpaid,Month-to-Month,Postpaid Gold,30,775.34,20230.11,4.98,740.0,88.0,91.18,0,1,2,0.012657338269436278,19.934990592106253,0,0,1,0.0,7,4,0,1,3.3,778.38,Medium,9.0,3.7,0,0,1
113026,Male,38,Metro,4G,Prepaid,No Contract,Prepaid Regular,109,293.7,27386.65,33.58,52.0,55.0,58.76,1,0,1,0.03197207172674023,23.916002478198216,0,0,1,0.0,15,2,0,1,4.2,294.24,Low,19.0,4.0,0,0,0
113027,Male,34,South,4G,Postpaid,Month-to-Month,Postpaid Gold,74,756.24,50630.26,33.86,696.0,73.0,31.97,0,0,0,0.0043433098119283475,22.39515203827984,0,0,0,0.0,13,3,0,1,5.3,756.67,Medium,-5.0,3.1,0,0,1
113028,Male,46,South,4G,Postpaid,1 Year,Postpaid Gold,104,764.63,78988.91,22.36,477.0,95.0,28.8,0,0,0,0.032340584694945385,19.51388970994984,0,0,1,0.0,8,2,1,0,0.5,764.91,Medium,16.0,4.0,1,0,1
113029,Male,37,East,4G,Prepaid,No Contract,Prepaid Mini,19,175.42,3451.42,37.59,574.0,44.0,97.39,0,0,2,0.03232719378175515,6.793991788435237,0,0,1,0.0,11,0,0,0,0.5,180.55,Low,7.0,4.5,0,0,0
113030,Male,63,North,4G,Prepaid,No Contract,Prepaid Mini,51,239.58,10916.94,12.58,761.0,50.0,72.65,0,1,2,0.035859847149913096,14.489475942966129,0,0,0,0.0,6,2,1,0,1.2,241.0,Low,28.0,3.2,0,0,1
113031,Male,31,Metro,5G,Prepaid,No Contract,Prepaid Regular,97,390.96,34482.02,33.7,657.0,3.0,0.0,1,1,1,0.010514314711341352,18.2426871127381,0,0,3,0.0,6,1,0,1,2.2,390.96,Low,47.0,4.5,0,0,0
113032,Male,57,West,4G,Prepaid,No Contract,Prepaid Unlimited,20,586.69,9479.29,17.74,450.0,60.0,8.14,0,0,1,0.025964271917142578,33.929967836762216,0,0,2,0.0,7,0,0,0,1.8,587.1,Medium,65.0,4.6,1,0,1
113033,Male,43,West,5G,Prepaid,No Contract,Prepaid Mini,25,209.85,5594.08,20.26,572.0,89.0,50.2,0,0,2,0.012989777252298735,20.24879805862248,0,1,1,0.0,8,1,0,0,0.5,211.86,Low,51.0,5.0,0,1,0
113034,Male,33,East,5G,Prepaid,No Contract,Prepaid Regular,110,336.01,37566.02,13.28,532.0,65.0,10.7,0,0,5,0.03276537016392898,16.246548165595243,0,0,1,0.0,9,5,0,0,0.2,336.11,Low,17.0,4.1,0,0,1
113035,Female,44,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,15,346.69,5724.59,34.94,456.0,24.0,107.54,0,0,1,0.023350512918926314,13.312233820721756,0,1,0,0.0,7,1,0,0,0.0,353.86,Low,41.0,5.0,0,1,0
113036,Female,24,East,4G,Prepaid,No Contract,Prepaid Mini,55,220.9,10186.25,34.81,212.0,51.0,38.62,0,0,0,0.015411395579341812,35.23797810850289,0,1,2,0.0,6,4,1,0,0.4,221.6,Low,37.0,3.3,0,0,0
113037,Female,47,North,5G,Prepaid,No Contract,Prepaid Mini,9,168.72,1393.16,22.27,682.0,58.0,34.06,0,1,2,0.029532761706969328,25.42092399035228,0,0,0,0.0,11,3,0,0,0.0,172.5,Low,32.0,3.0,0,0,0
113038,Male,58,North,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,41,330.37,13093.63,22.05,948.0,55.0,48.81,0,0,1,0.0,9.144511970795454,0,2,0,0.0,9,0,0,0,0.5,331.56,Low,-20.0,3.7,1,0,1
113039,Other,51,East,4G,Prepaid,No Contract,Prepaid Unlimited,97,602.81,52146.58,38.28,983.0,102.0,97.83,0,1,2,0.02320495892437902,20.970084090485745,0,0,1,0.0,11,0,0,0,0.9,603.82,Medium,3.0,5.0,0,0,1
113040,Other,18,West,5G,Prepaid,No Contract,Prepaid Unlimited,44,536.39,20135.91,26.2,628.0,36.0,81.44,0,0,0,0.03622024609564441,15.239174401960568,0,0,2,0.0,9,1,0,0,0.0,538.24,Medium,58.0,4.0,0,0,1
113041,Male,51,Metro,Fiber Home Broadband,Postpaid,1 Year,Postpaid Gold,56,824.91,47628.55,22.64,491.0,34.0,0.0,0,1,2,0.010739149257230554,11.630082052065461,0,1,0,0.0,10,2,1,0,0.0,824.91,High,43.0,3.8,1,0,1
113042,Male,19,Metro,5G,Prepaid,No Contract,Prepaid Regular,110,395.1,38795.8,5.53,136.0,61.0,33.0,1,0,0,0.034712919959723976,25.231987123399467,0,0,1,0.0,6,0,1,0,0.0,395.4,Low,41.0,4.0,0,1,1
113043,Female,38,East,4G,Prepaid,No Contract,Prepaid Mini,48,220.83,9787.79,37.51,30.0,93.0,0.0,0,0,0,0.027658001133076513,18.74084022546684,0,0,1,0.0,7,3,1,0,0.0,220.83,Low,7.0,3.0,0,1,0
113044,Other,54,North,4G,Prepaid,No Contract,Prepaid Regular,72,379.36,28513.23,14.04,942.0,111.0,15.63,0,0,1,0.011561817070436735,19.070489820695908,0,0,0,0.0,6,1,1,0,0.9,379.58,Low,1.0,5.0,0,0,0
113045,Female,69,South,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,63,736.31,40029.31,29.29,811.0,63.0,77.32,0,0,4,0.022275863246191126,13.432096595812073,0,0,0,0.0,5,3,0,0,0.0,737.54,Medium,-0.0,4.0,1,0,1
113046,Female,73,Metro,4G,Prepaid,No Contract,Prepaid Mini,86,198.06,16443.04,12.28,30.0,40.0,89.26,1,0,1,0.04480140034287783,23.28405774263843,1,2,1,4.1,11,2,0,1,1.7,199.1,Low,27.0,3.1,0,0,0
113047,Female,47,West,4G,Prepaid,No Contract,Prepaid Mini,70,229.92,17666.74,29.38,451.0,27.0,49.03,0,0,0,0.018000628235348017,20.407364823497907,1,1,3,1.1,6,0,1,0,1.5,230.62,Low,38.0,4.9,0,0,0
113048,Other,30,East,5G,Prepaid,No Contract,Prepaid Regular,99,306.32,28829.9,20.49,133.0,24.0,61.51,0,0,1,0.02653844152188662,17.16782677506243,0,1,3,0.0,8,4,1,0,0.2,306.94,Low,15.0,2.3,0,0,0
113049,Male,65,South,5G,Prepaid,No Contract,Prepaid Unlimited,105,522.11,60292.38,16.94,727.0,100.0,116.46,0,0,3,0.01988815006033804,33.34677763835967,0,0,0,0.0,11,2,0,0,0.1,523.22,Medium,55.0,3.4,1,0,0
113050,Male,38,North,4G,Postpaid,Month-to-Month,Postpaid Platinum,118,1201.03,130814.02,4.95,704.0,91.0,55.36,0,0,1,0.01873033465313318,25.705886152329903,1,1,2,2.0,9,0,0,0,0.5,1201.5,High,18.0,4.3,0,0,0
113051,Female,49,South,5G,Prepaid,No Contract,Prepaid Mini,41,193.73,8119.17,20.85,787.0,12.0,48.51,1,0,3,0.03429486055730069,21.949313114168984,0,0,1,0.0,12,1,1,0,0.1,194.91,Low,51.0,4.3,1,0,1
113052,Male,29,East,4G,Prepaid,No Contract,Prepaid Mini,22,235.21,5292.4,6.66,744.0,71.0,48.49,0,1,0,0.007433423107283892,25.10060519270806,0,0,0,0.0,9,1,1,0,1.1,237.41,Low,-21.0,4.4,0,0,0
113053,Male,39,North,4G,Prepaid,No Contract,Prepaid Regular,23,392.26,8463.15,26.54,134.0,38.0,67.1,1,0,3,0.03439646887422008,24.56045423192106,0,0,1,0.0,4,0,1,0,0.4,395.18,Low,60.0,3.2,0,1,0
113054,Male,45,West,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,94,350.87,34142.12,28.49,459.0,79.0,72.51,0,0,2,0.004081807469677307,15.082375308574623,0,0,0,0.0,12,4,0,0,0.8,351.64,Low,15.0,3.0,1,0,1
113055,Male,60,North,4G,Postpaid,Month-to-Month,Postpaid Gold,104,780.9,70036.51,27.32,764.0,57.0,121.76,0,0,0,0.03276209036776029,20.936679362349295,0,0,0,0.0,12,1,0,1,7.5,782.07,Medium,-3.0,4.4,0,1,0
113056,Male,69,South,5G,Prepaid,No Contract,Prepaid Mini,29,189.82,5354.03,18.5,502.0,27.0,64.7,0,0,2,0.024344125133041537,10.394626772610156,0,0,0,0.0,4,1,1,0,0.5,192.05,Low,43.0,3.7,1,0,1
